Sector,Fuel,Country,2006,2013
cars,gas_diesel,Equatorial Guinea,0.224882185,0.241160035
cars,gas_diesel,Gabon,0.189650103,0.268159986
cars,gas_diesel,Burundi,0.084244668,0.113105334
cars,gas_diesel,Comoros,NaN,NaN
cars,gas_diesel,Djibouti,0.012901488,0.019883147
cars,gas_diesel,Eritrea,0.102490939,0.124686934
cars,gas_diesel,Ethiopia,1.585842609,2.257833242
cars,gas_diesel,Kenya,2.008739471,2.891173363
cars,gas_diesel,Madagascar,0.317466229,0.395311207
cars,gas_diesel,Malawi,0.308030456,0.450130999
cars,gas_diesel,Mozambique,0.65523988,1.106697679
cars,gas_diesel,Rwanda,0.172026545,0.237700045
cars,gas_diesel,Somalia,0.081998505,0.094650477
cars,gas_diesel,South Sudan,0.694219053,1.449361205
cars,gas_diesel,Tanzania,1.870187759,3.133297682
cars,gas_diesel,Uganda,0.888824761,1.055128098
cars,gas_diesel,Zambia,0.542004526,0.542676568
cars,gas_diesel,Botswana,1.116598725,1.555923104
cars,gas_diesel,Lesotho,0.260547668,0.269887239
cars,gas_diesel,Namibia,1.095985055,1.32679069
cars,gas_diesel,South Africa,31.64328575,35.56071472
cars,gas_diesel,Swaziland,0.525312006,0.572269976
cars,gas_diesel,Zimbabwe,0.530961931,0.820870578
cars,gas_diesel,Benin,1.292612672,2.287496567
cars,gas_diesel,Burkina Faso,0.515182137,1.169314265
cars,gas_diesel,Cameroon,1.816251516,2.788174629
cars,gas_diesel,Cape Verde,NaN,NaN
cars,gas_diesel,Chad,0.022039816,0.029239127
cars,gas_diesel,Cote dIvoire,0.91281867,1.578382373
cars,gas_diesel,Gambia,0.134544998,0.20972915
cars,gas_diesel,Ghana,2.345565796,4.801346779
cars,gas_diesel,Guinea,0.119719483,0.399246693
cars,gas_diesel,Guinea-Bissau,0.009245094,0.011802908
cars,gas_diesel,Liberia,0.125753224,0.21468918
cars,gas_diesel,Mali,0.03031796,0.04354706
cars,gas_diesel,Mauritania,0.494251311,0.74377811
cars,gas_diesel,Niger,0.332272768,0.684915841
cars,gas_diesel,Nigeria,15.56387615,16.75208282
cars,gas_diesel,Sao Tome and Principe,NaN,NaN
cars,gas_diesel,Senegal,1.228977084,1.141356826
cars,gas_diesel,Sierra Leone,0.211490482,0.297590256
cars,gas_diesel,Togo,0.556786776,1.124394536
charcoal-production,biomass,Algeria,NaN,NaN
charcoal-production,biomass,Egypt,NaN,NaN
charcoal-production,biomass,Libya,NaN,NaN
charcoal-production,biomass,Morocco,NaN,NaN
charcoal-production,biomass,Sudan,NaN,NaN
charcoal-production,biomass,Tunisia,NaN,NaN
charcoal-production,biomass,Angola,NaN,NaN
charcoal-production,biomass,Central African Republic,NaN,NaN
charcoal-production,biomass,Congo,NaN,NaN
charcoal-production,biomass,Democratic Republic of Congo,NaN,NaN
charcoal-production,biomass,Equatorial Guinea,NaN,NaN
charcoal-production,biomass,Gabon,NaN,NaN
charcoal-production,biomass,Burundi,NaN,NaN
charcoal-production,biomass,Comoros,NaN,NaN
charcoal-production,biomass,Djibouti,NaN,NaN
charcoal-production,biomass,Eritrea,NaN,NaN
charcoal-production,biomass,Ethiopia,NaN,NaN
charcoal-production,biomass,Kenya,NaN,NaN
charcoal-production,biomass,Madagascar,NaN,NaN
charcoal-production,biomass,Malawi,NaN,NaN
charcoal-production,biomass,Mozambique,NaN,NaN
charcoal-production,biomass,Rwanda,NaN,NaN
charcoal-production,biomass,Somalia,NaN,NaN
charcoal-production,biomass,South Sudan,NaN,NaN
charcoal-production,biomass,Tanzania,NaN,NaN
charcoal-production,biomass,Uganda,NaN,NaN
charcoal-production,biomass,Zambia,NaN,NaN
charcoal-production,biomass,Botswana,NaN,NaN
charcoal-production,biomass,Lesotho,NaN,NaN
charcoal-production,biomass,Namibia,NaN,NaN
charcoal-production,biomass,South Africa,NaN,NaN
charcoal-production,biomass,Swaziland,NaN,NaN
charcoal-production,biomass,Zimbabwe,NaN,NaN
charcoal-production,biomass,Benin,NaN,NaN
charcoal-production,biomass,Burkina Faso,NaN,NaN
charcoal-production,biomass,Cameroon,NaN,NaN
charcoal-production,biomass,Cape Verde,NaN,NaN
charcoal-production,biomass,Chad,NaN,NaN
charcoal-production,biomass,Cote dIvoire,NaN,NaN
charcoal-production,biomass,Gambia,NaN,NaN
charcoal-production,biomass,Ghana,NaN,NaN
charcoal-production,biomass,Guinea,NaN,NaN
charcoal-production,biomass,Guinea-Bissau,NaN,NaN
charcoal-production,biomass,Liberia,NaN,NaN
charcoal-production,biomass,Mali,NaN,NaN
charcoal-production,biomass,Mauritania,NaN,NaN
charcoal-production,biomass,Niger,NaN,NaN
charcoal-production,biomass,Nigeria,NaN,NaN
charcoal-production,biomass,Sao Tome and Principe,NaN,NaN
charcoal-production,biomass,Senegal,NaN,NaN
charcoal-production,biomass,Sierra Leone,NaN,NaN
charcoal-production,biomass,Togo,NaN,NaN
charcoal-use,biomass,Algeria,NaN,NaN
charcoal-use,biomass,Egypt,NaN,NaN
charcoal-use,biomass,Libya,NaN,NaN
charcoal-use,biomass,Morocco,NaN,NaN
charcoal-use,biomass,Sudan,NaN,NaN
charcoal-use,biomass,Tunisia,NaN,NaN
charcoal-use,biomass,Angola,NaN,NaN
charcoal-use,biomass,Central African Republic,NaN,NaN
charcoal-use,biomass,Congo,NaN,NaN
charcoal-use,biomass,Democratic Republic of Congo,NaN,NaN
charcoal-use,biomass,Equatorial Guinea,NaN,NaN
charcoal-use,biomass,Gabon,NaN,NaN
charcoal-use,biomass,Burundi,NaN,NaN
charcoal-use,biomass,Comoros,NaN,NaN
charcoal-use,biomass,Djibouti,NaN,NaN
charcoal-use,biomass,Eritrea,NaN,NaN
charcoal-use,biomass,Ethiopia,NaN,NaN
charcoal-use,biomass,Kenya,NaN,NaN
charcoal-use,biomass,Madagascar,NaN,NaN
charcoal-use,biomass,Malawi,NaN,NaN
charcoal-use,biomass,Mozambique,NaN,NaN
charcoal-use,biomass,Rwanda,NaN,NaN
charcoal-use,biomass,Somalia,NaN,NaN
charcoal-use,biomass,South Sudan,NaN,NaN
charcoal-use,biomass,Tanzania,NaN,NaN
charcoal-use,biomass,Uganda,NaN,NaN
charcoal-use,biomass,Zambia,NaN,NaN
charcoal-use,biomass,Botswana,NaN,NaN
charcoal-use,biomass,Lesotho,NaN,NaN
charcoal-use,biomass,Namibia,NaN,NaN
charcoal-use,biomass,South Africa,NaN,NaN
charcoal-use,biomass,Swaziland,NaN,NaN
charcoal-use,biomass,Zimbabwe,NaN,NaN
charcoal-use,biomass,Benin,NaN,NaN
charcoal-use,biomass,Burkina Faso,NaN,NaN
charcoal-use,biomass,Cameroon,NaN,NaN
charcoal-use,biomass,Cape Verde,NaN,NaN
charcoal-use,biomass,Chad,NaN,NaN
charcoal-use,biomass,Cote dIvoire,NaN,NaN
charcoal-use,biomass,Gambia,NaN,NaN
charcoal-use,biomass,Ghana,NaN,NaN
charcoal-use,biomass,Guinea,NaN,NaN
charcoal-use,biomass,Guinea-Bissau,NaN,NaN
charcoal-use,biomass,Liberia,NaN,NaN
charcoal-use,biomass,Mali,NaN,NaN
charcoal-use,biomass,Mauritania,NaN,NaN
charcoal-use,biomass,Niger,NaN,NaN
charcoal-use,biomass,Nigeria,NaN,NaN
charcoal-use,biomass,Sao Tome and Principe,NaN,NaN
charcoal-use,biomass,Senegal,NaN,NaN
charcoal-use,biomass,Sierra Leone,NaN,NaN
charcoal-use,biomass,Togo,NaN,NaN
gas-flares,process,Algeria,NaN,NaN
gas-flares,process,Egypt,NaN,NaN
gas-flares,process,Libya,NaN,NaN
gas-flares,process,Morocco,NaN,NaN
gas-flares,process,Sudan,NaN,NaN
gas-flares,process,Tunisia,NaN,NaN
gas-flares,process,Angola,NaN,NaN
gas-flares,process,Central African Republic,NaN,NaN
gas-flares,process,Congo,NaN,NaN
gas-flares,process,Democratic Republic of Congo,NaN,NaN
gas-flares,process,Equatorial Guinea,NaN,NaN
gas-flares,process,Gabon,NaN,NaN
gas-flares,process,Burundi,NaN,NaN
gas-flares,process,Comoros,NaN,NaN
gas-flares,process,Djibouti,NaN,NaN
gas-flares,process,Eritrea,NaN,NaN
gas-flares,process,Ethiopia,NaN,NaN
gas-flares,process,Kenya,NaN,NaN
gas-flares,process,Madagascar,NaN,NaN
gas-flares,process,Malawi,NaN,NaN
gas-flares,process,Mozambique,NaN,NaN
gas-flares,process,Rwanda,NaN,NaN
gas-flares,process,Somalia,NaN,NaN
gas-flares,process,South Sudan,NaN,NaN
gas-flares,process,Tanzania,NaN,NaN
gas-flares,process,Uganda,NaN,NaN
gas-flares,process,Zambia,NaN,NaN
gas-flares,process,Botswana,NaN,NaN
gas-flares,process,Lesotho,NaN,NaN
gas-flares,process,Namibia,NaN,NaN
gas-flares,process,South Africa,NaN,NaN
gas-flares,process,Swaziland,NaN,NaN
gas-flares,process,Zimbabwe,NaN,NaN
gas-flares,process,Benin,NaN,NaN
gas-flares,process,Burkina Faso,NaN,NaN
gas-flares,process,Cameroon,NaN,NaN
gas-flares,process,Cape Verde,NaN,NaN
gas-flares,process,Chad,NaN,NaN
gas-flares,process,Cote dIvoire,NaN,NaN
gas-flares,process,Gambia,NaN,NaN
gas-flares,process,Ghana,NaN,NaN
gas-flares,process,Guinea,NaN,NaN
gas-flares,process,Guinea-Bissau,NaN,NaN
gas-flares,process,Liberia,NaN,NaN
gas-flares,process,Mali,NaN,NaN
gas-flares,process,Mauritania,NaN,NaN
gas-flares,process,Niger,NaN,NaN
gas-flares,process,Nigeria,NaN,NaN
gas-flares,process,Sao Tome and Principe,NaN,NaN
gas-flares,process,Senegal,NaN,NaN
gas-flares,process,Sierra Leone,NaN,NaN
gas-flares,process,Togo,NaN,NaN
generator-use,gas_diesel,Algeria,NaN,1.44E-05
generator-use,gas_diesel,Egypt,NaN,NaN
generator-use,gas_diesel,Libya,NaN,NaN
generator-use,gas_diesel,Morocco,NaN,NaN
generator-use,gas_diesel,Sudan,0.166503862,0.419231623
generator-use,gas_diesel,Tunisia,NaN,NaN
generator-use,gas_diesel,Angola,0.129235879,0.218323201
generator-use,gas_diesel,Central African Republic,0.060618561,0.043485854
generator-use,gas_diesel,Congo,0.109198257,0.114808135
generator-use,gas_diesel,Democratic Republic of Congo,1.774747133,1.859982252
generator-use,gas_diesel,Equatorial Guinea,0.015526317,0.091996536
generator-use,gas_diesel,Gabon,0.069841042,0.07283695
generator-use,gas_diesel,Burundi,0.020512717,0.020674963
generator-use,gas_diesel,Comoros,NaN,NaN
generator-use,gas_diesel,Djibouti,0.015979672,0.017717006
generator-use,gas_diesel,Eritrea,0.023374328,0.018755151
generator-use,gas_diesel,Ethiopia,0.014894144,0.045335159
generator-use,gas_diesel,Kenya,0.178756684,0.227688983
generator-use,gas_diesel,Madagascar,0.011321856,0.018061837
generator-use,gas_diesel,Malawi,0.044440974,0.044681884
generator-use,gas_diesel,Mozambique,0.038827613,0.039309964
generator-use,gas_diesel,Rwanda,0.015569028,0.021742811
generator-use,gas_diesel,Somalia,0.008076326,0.010872855
generator-use,gas_diesel,South Sudan,0.010935972,0.059010092
generator-use,gas_diesel,Tanzania,0.196198121,0.174975157
generator-use,gas_diesel,Uganda,0.101262227,0.157060072
generator-use,gas_diesel,Zambia,0.099541292,0.111441791
generator-use,gas_diesel,Botswana,0.0111259,0.01219755
generator-use,gas_diesel,Lesotho,0.002423767,0.002564401
generator-use,gas_diesel,Namibia,0.013337655,0.016648866
generator-use,gas_diesel,South Africa,1.823614359,1.912214994
generator-use,gas_diesel,Swaziland,0.059953369,0.06855727
generator-use,gas_diesel,Zimbabwe,0.172278896,0.175407574
generator-use,gas_diesel,Benin,0.005696653,0.00836587
generator-use,gas_diesel,Burkina Faso,0.087852374,0.083141468
generator-use,gas_diesel,Cameroon,0.019074829,0.166892886
generator-use,gas_diesel,Cape Verde,NaN,NaN
generator-use,gas_diesel,Chad,0.004131396,0.004208662
generator-use,gas_diesel,Cote dIvoire,0.129306391,0.02002343
generator-use,gas_diesel,Gambia,0.001872673,0.002477384
generator-use,gas_diesel,Ghana,0.360683978,0.457811207
generator-use,gas_diesel,Guinea,0.061578497,0.079956904
generator-use,gas_diesel,Guinea-Bissau,0.001630995,0.002161423
generator-use,gas_diesel,Liberia,0.002225402,0.006805554
generator-use,gas_diesel,Mali,0.050251018,0.054495927
generator-use,gas_diesel,Mauritania,0.280215651,0.319869101
generator-use,gas_diesel,Niger,0.054781761,0.056242816
generator-use,gas_diesel,Nigeria,2.292369127,2.362184525
generator-use,gas_diesel,Sao Tome and Principe,NaN,NaN
generator-use,gas_diesel,Senegal,0.007962578,0.010159261
generator-use,gas_diesel,Sierra Leone,0.016785223,0.027831363
generator-use,gas_diesel,Togo,0.022249471,0.023688531
household-crop-residue-use,biomass,Algeria,0.015322519,0.019371364
household-crop-residue-use,biomass,Egypt,0.109213501,0.108882956
household-crop-residue-use,biomass,Libya,0.000847772,0.00117324
household-crop-residue-use,biomass,Morocco,0.0369526,0.038459521
household-crop-residue-use,biomass,Sudan,0.000922986,0.000472081
household-crop-residue-use,biomass,Tunisia,0.005961667,0.00466598
household-crop-residue-use,biomass,Angola,0.529106379,0.906816125
household-crop-residue-use,biomass,Central African Republic,0.079562068,0.088515684
household-crop-residue-use,biomass,Congo,0.052568305,0.057214621
household-crop-residue-use,biomass,Democratic Republic of Congo,0.654361904,0.700076222
household-crop-residue-use,biomass,Equatorial Guinea,0.00417211,0.002746334
household-crop-residue-use,biomass,Gabon,0.022516286,0.028428009
household-crop-residue-use,biomass,Burundi,0.187917769,0.132639408
household-crop-residue-use,biomass,Comoros,NaN,NaN
household-crop-residue-use,biomass,Djibouti,1.28E-06,2.55E-06
household-crop-residue-use,biomass,Eritrea,0.005315657,0.009091613
household-crop-residue-use,biomass,Ethiopia,1.902783513,3.281520367
household-crop-residue-use,biomass,Kenya,1.004556179,1.030413389
household-crop-residue-use,biomass,Madagascar,0.65789324,0.674306095
household-crop-residue-use,biomass,Malawi,0.779983997,1.081166625
household-crop-residue-use,biomass,Mozambique,0.546414375,0.759875178
household-crop-residue-use,biomass,Rwanda,0.089760818,0.228815913
household-crop-residue-use,biomass,Somalia,0.003105354,0.003583792
household-crop-residue-use,biomass,South Sudan,0.003437261,0.005384441
household-crop-residue-use,biomass,Tanzania,1.673023939,1.972166777
household-crop-residue-use,biomass,Uganda,0.562838972,0.741405487
household-crop-residue-use,biomass,Zambia,0.443176895,0.756071627
household-crop-residue-use,biomass,Botswana,0.000417658,0.000491568
household-crop-residue-use,biomass,Lesotho,0.019885909,0.011762038
household-crop-residue-use,biomass,Namibia,0.002035939,0.002572887
household-crop-residue-use,biomass,South Africa,0.064709194,0.084611401
household-crop-residue-use,biomass,Swaziland,0.201760694,0.221449569
household-crop-residue-use,biomass,Zimbabwe,0.556754172,0.398181438
household-crop-residue-use,biomass,Benin,0.325005084,0.4923971
household-crop-residue-use,biomass,Burkina Faso,0.629466355,0.854474247
household-crop-residue-use,biomass,Cameroon,0.563694596,0.66868633
household-crop-residue-use,biomass,Cape Verde,NaN,NaN
household-crop-residue-use,biomass,Chad,0.00896558,0.01153246
household-crop-residue-use,biomass,Cote dIvoire,0.632646739,0.730845153
household-crop-residue-use,biomass,Gambia,0.019326342,0.020297391
household-crop-residue-use,biomass,Ghana,0.742364228,1.049917579
household-crop-residue-use,biomass,Guinea,0.380076677,0.445156038
household-crop-residue-use,biomass,Guinea-Bissau,0.036238156,0.045453504
household-crop-residue-use,biomass,Liberia,0.059536617,0.062153812
household-crop-residue-use,biomass,Mali,0.030002005,0.043041866
household-crop-residue-use,biomass,Mauritania,0.004500513,0.005944564
household-crop-residue-use,biomass,Niger,0.066510223,0.072431535
household-crop-residue-use,biomass,Nigeria,6.143522263,6.336359024
household-crop-residue-use,biomass,Sao Tome and Principe,NaN,NaN
household-crop-residue-use,biomass,Senegal,0.175281823,0.230874524
household-crop-residue-use,biomass,Sierra Leone,0.224046201,0.318283468
household-crop-residue-use,biomass,Togo,0.217403576,0.280004531
household-fuelwood-use,biomass,Algeria,0.080162138,0.02829056
household-fuelwood-use,biomass,Egypt,4.639900208,4.553625107
household-fuelwood-use,biomass,Libya,0.177354395,0.188640863
household-fuelwood-use,biomass,Morocco,1.845701814,1.752283931
household-fuelwood-use,biomass,Sudan,3.427597284,3.058461905
household-fuelwood-use,biomass,Tunisia,0.578038037,0.538732231
household-fuelwood-use,biomass,Angola,1.911500573,2.307581425
household-fuelwood-use,biomass,Central African Republic,0.669460297,0.369181871
household-fuelwood-use,biomass,Congo,0.453966469,0.479343623
household-fuelwood-use,biomass,Democratic Republic of Congo,15.74460888,14.98573303
household-fuelwood-use,biomass,Equatorial Guinea,0.082676649,0.081281871
household-fuelwood-use,biomass,Gabon,0.610776186,0.722857893
household-fuelwood-use,biomass,Burundi,2.246834993,2.46762991
household-fuelwood-use,biomass,Comoros,NaN,NaN
household-fuelwood-use,biomass,Djibouti,0.016547378,0.018481504
household-fuelwood-use,biomass,Eritrea,0.236118928,0.278520226
household-fuelwood-use,biomass,Ethiopia,19.36343575,20.61779594
household-fuelwood-use,biomass,Kenya,6.77752161,6.740707397
household-fuelwood-use,biomass,Madagascar,1.865463972,1.492030263
household-fuelwood-use,biomass,Malawi,0.858578205,0.855196178
household-fuelwood-use,biomass,Mozambique,4.707239628,4.435501099
household-fuelwood-use,biomass,Rwanda,1.23184073,1.440792561
household-fuelwood-use,biomass,Somalia,1.534580946,1.699809313
household-fuelwood-use,biomass,South Sudan,0.728900731,1.010990262
household-fuelwood-use,biomass,Tanzania,8.561572075,10.23212242
household-fuelwood-use,biomass,Uganda,8.737294197,9.337940216
household-fuelwood-use,biomass,Zambia,2.792733669,3.337304831
household-fuelwood-use,biomass,Botswana,0.083796985,0.086316705
household-fuelwood-use,biomass,Lesotho,0.397229075,0.425238907
household-fuelwood-use,biomass,Namibia,0.100242883,0.107426137
household-fuelwood-use,biomass,South Africa,8.648051262,9.370769501
household-fuelwood-use,biomass,Swaziland,0.230082989,0.246134281
household-fuelwood-use,biomass,Zimbabwe,3.877244473,3.995874405
household-fuelwood-use,biomass,Benin,1.308300972,1.531985044
household-fuelwood-use,biomass,Burkina Faso,2.047841072,2.440406561
household-fuelwood-use,biomass,Cameroon,4.965053558,4.710314274
household-fuelwood-use,biomass,Cape Verde,NaN,NaN
household-fuelwood-use,biomass,Chad,1.104606628,1.182424664
household-fuelwood-use,biomass,Cote dIvoire,3.441180706,4.422184944
household-fuelwood-use,biomass,Gambia,0.070799068,0.074222088
household-fuelwood-use,biomass,Ghana,1.457753897,1.220166922
household-fuelwood-use,biomass,Guinea,2.123683691,2.163771391
household-fuelwood-use,biomass,Guinea-Bissau,0.394331127,0.433258891
household-fuelwood-use,biomass,Liberia,0.551713049,0.775999904
household-fuelwood-use,biomass,Mali,1.176749349,1.257023335
household-fuelwood-use,biomass,Mauritania,0.195310161,0.209496439
household-fuelwood-use,biomass,Niger,1.851937175,1.800887585
household-fuelwood-use,biomass,Nigeria,34.68229675,40.82730103
household-fuelwood-use,biomass,Sao Tome and Principe,NaN,NaN
household-fuelwood-use,biomass,Senegal,0.554370403,0.585444689
household-fuelwood-use,biomass,Sierra Leone,0.923889518,0.888747871
household-fuelwood-use,biomass,Togo,0.793426573,0.944809198
kerosene-use,light_oil,Algeria,NaN,NaN
kerosene-use,light_oil,Egypt,NaN,NaN
kerosene-use,light_oil,Libya,NaN,NaN
kerosene-use,light_oil,Morocco,NaN,NaN
kerosene-use,light_oil,Sudan,NaN,NaN
kerosene-use,light_oil,Tunisia,NaN,NaN
kerosene-use,light_oil,Angola,NaN,NaN
kerosene-use,light_oil,Central African Republic,NaN,NaN
kerosene-use,light_oil,Congo,NaN,NaN
kerosene-use,light_oil,Democratic Republic of Congo,NaN,NaN
kerosene-use,light_oil,Equatorial Guinea,NaN,NaN
kerosene-use,light_oil,Gabon,NaN,NaN
kerosene-use,light_oil,Burundi,NaN,NaN
kerosene-use,light_oil,Comoros,NaN,NaN
kerosene-use,light_oil,Djibouti,NaN,NaN
kerosene-use,light_oil,Eritrea,NaN,NaN
kerosene-use,light_oil,Ethiopia,NaN,NaN
kerosene-use,light_oil,Kenya,NaN,NaN
kerosene-use,light_oil,Madagascar,NaN,NaN
kerosene-use,light_oil,Malawi,NaN,NaN
kerosene-use,light_oil,Mozambique,NaN,NaN
kerosene-use,light_oil,Rwanda,NaN,NaN
kerosene-use,light_oil,Somalia,NaN,NaN
kerosene-use,light_oil,South Sudan,NaN,NaN
kerosene-use,light_oil,Tanzania,NaN,NaN
kerosene-use,light_oil,Uganda,NaN,NaN
kerosene-use,light_oil,Zambia,NaN,NaN
kerosene-use,light_oil,Botswana,NaN,NaN
kerosene-use,light_oil,Lesotho,NaN,NaN
kerosene-use,light_oil,Namibia,NaN,NaN
kerosene-use,light_oil,South Africa,NaN,NaN
kerosene-use,light_oil,Swaziland,NaN,NaN
kerosene-use,light_oil,Zimbabwe,NaN,NaN
kerosene-use,light_oil,Benin,NaN,NaN
kerosene-use,light_oil,Burkina Faso,NaN,NaN
kerosene-use,light_oil,Cameroon,NaN,NaN
kerosene-use,light_oil,Cape Verde,NaN,NaN
kerosene-use,light_oil,Chad,NaN,NaN
kerosene-use,light_oil,Cote dIvoire,NaN,NaN
kerosene-use,light_oil,Gambia,NaN,NaN
kerosene-use,light_oil,Ghana,NaN,NaN
kerosene-use,light_oil,Guinea,NaN,NaN
kerosene-use,light_oil,Guinea-Bissau,NaN,NaN
kerosene-use,light_oil,Liberia,NaN,NaN
kerosene-use,light_oil,Mali,NaN,NaN
kerosene-use,light_oil,Mauritania,NaN,NaN
kerosene-use,light_oil,Niger,NaN,NaN
kerosene-use,light_oil,Nigeria,NaN,NaN
kerosene-use,light_oil,Sao Tome and Principe,NaN,NaN
kerosene-use,light_oil,Senegal,NaN,NaN
kerosene-use,light_oil,Sierra Leone,NaN,NaN
kerosene-use,light_oil,Togo,NaN,NaN
motorcycles,gas_diesel,Algeria,0.331911474,0.523934484
motorcycles,gas_diesel,Egypt,0.391384959,0.390954643
motorcycles,gas_diesel,Libya,0.156365082,0.20658645
motorcycles,gas_diesel,Morocco,0.1179386,0.139288589
motorcycles,gas_diesel,Sudan,0.069022246,0.093393989
motorcycles,gas_diesel,Tunisia,0.072197907,0.076225117
motorcycles,gas_diesel,Angola,0.072499074,0.145023003
motorcycles,gas_diesel,Central African Republic,0.008209565,0.009933623
motorcycles,gas_diesel,Congo,0.078739583,0.153395817
motorcycles,gas_diesel,Democratic Republic of Congo,0.068568856,0.125384375
motorcycles,gas_diesel,Equatorial Guinea,0.000743951,0.000802322
motorcycles,gas_diesel,Gabon,0.001704894,0.002546963
motorcycles,gas_diesel,Burundi,0.012884996,0.016608486
motorcycles,gas_diesel,Comoros,NaN,NaN
motorcycles,gas_diesel,Djibouti,0.000130945,0.000203006
motorcycles,gas_diesel,Eritrea,0.002943251,0.00348962
motorcycles,gas_diesel,Ethiopia,0.045813199,0.064750642
motorcycles,gas_diesel,Kenya,0.125485331,0.1795277
motorcycles,gas_diesel,Madagascar,0.047518536,0.059170634
motorcycles,gas_diesel,Malawi,0.017036853,0.025002765
motorcycles,gas_diesel,Mozambique,0.029341657,0.049812615
motorcycles,gas_diesel,Rwanda,0.013028145,0.017969824
motorcycles,gas_diesel,Somalia,0.005881669,0.006736456
motorcycles,gas_diesel,South Sudan,0.014319343,0.02984469
